Time,Temp1F,Temp2F,RH,Pres,AccX,AccZ
248358,42.29,39.65,45.62,11.98,-0.053,-0.912
248862,42.29,39.65,45.77,11.96,-0.009,-0.927
249366,42.29,39.65,45.30,11.96,-0.083,-0.838
249870,41.41,40.53,45.46,11.94,0.065,-0.883
250374,42.29,39.65,45.14,11.94,0.080,-0.897
250877,41.41,40.53,41.67,11.96,0.051,-0.897
251381,41.41,40.53,45.62,11.94,0.036,-0.912
251885,42.29,40.53,45.77,11.94,0.036,-0.868
252389,42.29,40.53,45.93,11.93,0.110,-0.868
252893,42.29,40.53,45.46,11.94,0.021,-0.897
253396,41.41,41.41,45.77,11.93,0.080,-0.868
253900,41.41,41.41,45.77,11.93,0.021,-0.868
254404,40.53,41.41,45.46,11.91,0.036,-0.853
254908,41.41,41.41,45.46,11.89,-0.053,-0.897
255412,42.29,41.41,45.46,11.89,-0.009,-0.912
255916,40.53,41.41,45.93,11.89,-0.024,-0.883
256419,41.41,41.41,45.93,11.91,0.036,-0.883
256923,39.65,41.41,44.51,11.96,0.080,-0.971
257427,49.33,44.93,48.93,11.89,0.213,-0.749
257931,23.82,50.21,47.66,11.83,0.006,-0.749
258435,49.33,40.53,49.87,11.83,-0.127,-1.223
258938,48.45,38.77,44.98,11.96,0.021,-0.809
259442,41.41,42.29,44.83,11.93,0.228,-0.809
259946,41.41,42.29,45.46,11.85,0.006,-0.912
260450,42.29,41.41,45.14,11.83,-0.009,-0.897
260954,41.41,42.29,45.77,11.83,0.051,-0.912
261457,41.41,42.29,45.93,11.83,-0.009,-0.897
261961,41.41,42.29,45.93,11.82,0.051,-0.883
262465,41.41,42.29,46.09,11.83,-0.009,-0.897
262969,41.41,42.29,45.30,11.83,0.065,-0.868
263473,42.29,42.29,45.46,11.82,0.065,-0.853
263976,40.53,42.29,45.77,11.82,-0.098,-0.971
264480,44.05,42.29,45.77,11.80,0.051,-0.897
264984,41.41,42.29,45.62,11.78,0.021,-0.897
265488,41.41,42.29,45.77,11.80,0.095,-0.823
265992,42.29,42.29,45.93,11.82,0.036,-0.868
266496,42.29,42.29,45.93,11.80,0.051,-0.897
266999,41.41,42.29,46.25,11.78,0.051,-0.868
267503,42.29,42.29,45.62,11.78,0.036,-0.912
268007,40.53,42.29,45.93,11.78,-0.009,-0.897
268511,42.29,43.17,46.40,11.76,0.021,-0.897
269015,42.29,42.29,45.77,11.76,0.021,-0.927
269518,41.41,42.29,46.40,11.76,0.051,-0.823
270022,42.29,43.17,45.62,11.74,0.036,-0.897
270526,42.29,43.17,46.25,11.76,0.051,-0.883
271030,41.41,42.29,46.09,11.74,0.006,-0.897
271534,41.41,42.29,46.40,11.74,0.036,-0.897
272037,41.41,42.29,46.09,11.74,0.006,-0.868
272541,42.29,42.29,46.25,11.74,0.036,-0.883
273045,40.53,43.17,46.56,11.74,0.065,-0.897
273549,42.29,42.29,46.56,11.72,0.080,-0.883
274053,41.41,42.29,45.93,11.72,0.095,-0.883
274556,42.29,42.29,46.56,11.71,-0.009,-0.897
275060,40.53,42.29,48.93,11.71,0.021,-0.883
275564,42.29,42.29,46.25,11.71,-0.009,-0.868
276068,47.57,43.17,47.66,11.72,-0.053,-0.971
276572,49.33,42.29,49.24,11.72,-0.098,-0.512
277075,31.74,32.62,49.24,11.78,-0.009,-0.631
277579,50.21,32.62,47.98,11.25,-0.053,-1.075
278083,39.65,44.93,46.72,11.67,0.258,-0.734
278587,42.29,42.29,46.72,11.58,0.302,-0.838
279091,42.29,42.29,46.72,11.67,0.036,-0.868
279593,41.41,43.17,46.40,11.67,0.080,-0.912
280097,41.41,42.29,45.93,11.65,0.036,-0.883
280601,42.29,42.29,46.72,11.65,-0.009,-0.868
281105,45.81,44.93,50.50,11.61,-0.024,-0.868
281609,43.17,43.17,46.88,11.63,-0.009,-0.883
282113,41.41,43.17,46.40,11.65,-0.009,-0.883
282616,44.05,42.29,45.93,11.65,0.080,-0.883
283120,42.29,42.29,47.35,11.63,0.065,-0.883
283624,42.29,42.29,47.51,11.61,0.036,-0.868
284128,44.05,42.29,47.03,11.63,0.006,-0.883
284632,41.41,42.29,46.72,11.63,-0.024,-0.883
285135,41.41,42.29,47.03,11.61,0.065,-0.897
285639,42.29,42.29,47.51,11.63,0.095,-0.853
286143,41.41,42.29,46.88,11.60,-0.009,-0.897
286647,42.29,42.29,47.03,11.60,0.051,-0.868
287151,41.41,42.29,47.03,11.58,0.021,-0.868
287654,44.05,42.29,46.88,11.60,0.006,-0.883
288158,42.29,42.29,46.72,11.61,-0.009,-0.912
288662,44.05,42.29,47.03,11.60,0.021,-0.912
289166,41.41,42.29,46.40,11.60,0.036,-0.853
289670,44.05,42.29,46.72,11.60,0.021,-0.897
290173,44.05,42.29,47.03,11.58,-0.024,-0.883
290677,42.29,42.29,47.19,11.58,0.021,-0.868
291181,38.77,42.29,47.66,11.50,-0.009,-0.986
291685,37.89,44.93,49.08,11.71,0.006,-0.690
292189,41.41,42.29,46.56,11.52,0.036,-0.883
292692,44.93,42.29,47.98,11.49,-0.127,-0.957
293196,42.29,42.29,46.88,11.52,0.021,-0.883
293700,44.05,42.29,47.51,11.54,0.036,-0.897
294204,41.41,42.29,47.19,11.52,0.006,-0.897
294708,44.05,42.29,46.56,11.52,0.006,-0.912
295212,42.29,41.41,46.56,11.54,0.006,-0.868
295715,42.29,42.29,46.88,11.50,0.036,-0.868
296219,42.29,41.41,47.19,11.50,0.051,-0.868
296723,43.17,42.29,47.03,11.50,0.051,-0.912
297227,41.41,42.29,46.72,11.49,0.065,-0.897
297731,42.29,42.29,46.72,11.49,0.036,-0.853
298234,59.01,44.93,49.08,11.60,0.006,-0.794
298738,44.05,42.29,47.19,11.49,0.065,-0.883
299242,43.17,42.29,47.19,11.47,0.006,-0.838
299746,42.29,41.41,47.51,11.47,-0.009,-0.912
300250,40.53,41.41,46.40,11.47,0.051,-0.868
300753,44.05,41.41,46.88,11.45,0.125,-0.883
301257,43.17,41.41,47.35,11.49,0.095,-0.897
301761,41.41,41.41,47.35,11.47,-0.009,-0.883
302265,42.29,41.41,47.03,11.47,-0.038,-0.897
302768,41.41,41.41,46.72,11.45,0.021,-0.897
303271,41.41,41.41,47.03,11.47,-0.053,-0.897
303775,41.41,41.41,46.72,11.45,-0.009,-0.897
304279,43.17,41.41,47.98,11.43,0.036,-0.883
304783,42.29,41.41,47.03,11.43,0.021,-0.883
305287,42.29,41.41,47.35,11.43,0.006,-0.868
305790,43.17,41.41,47.51,11.43,-0.009,-0.883
306294,36.13,41.41,51.61,11.49,0.021,-0.971
306798,25.58,39.65,46.72,11.43,0.021,-0.883
307302,30.86,54.61,51.76,11.27,0.080,-0.779
307806,42.29,40.53,48.45,11.47,0.199,-0.631
308310,44.05,41.41,45.77,11.47,-0.038,-1.223
308813,42.29,41.41,46.56,11.39,0.273,-1.001
309317,42.29,41.41,47.82,11.39,0.006,-0.883
309821,43.17,40.53,45.77,11.47,0.065,-0.971
310325,43.17,41.41,46.72,11.39,0.095,-0.838
310829,43.17,41.41,46.40,11.39,0.021,-0.868
311332,43.17,41.41,49.87,11.38,0.036,-0.897
311836,41.41,41.41,47.03,11.38,0.095,-0.883
312340,41.41,41.41,47.03,11.38,0.065,-0.883
312844,43.17,41.41,47.03,11.36,0.095,-0.883
313348,42.29,40.53,46.40,11.36,-0.038,-0.897
313851,41.41,40.53,46.56,11.36,-0.009,-0.868
314355,41.41,40.53,47.03,11.34,-0.024,-0.868
314859,42.29,40.53,46.56,11.34,0.006,-0.897
315363,46.69,39.65,47.66,11.32,-0.053,-0.853
315867,44.05,40.53,47.19,11.34,-0.024,-0.912
316370,42.29,40.53,46.56,11.32,-0.038,-0.868
316874,41.41,40.53,46.25,11.34,0.006,-0.883
317378,42.29,40.53,46.56,11.30,0.006,-0.927
317882,43.17,40.53,46.25,11.32,-0.024,-0.912
318386,43.17,40.53,46.72,11.32,0.021,-0.883
318889,43.17,40.53,44.83,11.32,0.095,-0.897
319393,43.17,40.53,46.09,11.30,0.065,-0.897
319897,42.29,40.53,46.25,11.30,0.095,-0.912
320401,41.41,40.53,46.56,11.28,0.139,-0.883
320905,41.41,40.53,46.72,11.28,0.021,-0.853
321409,42.29,40.53,47.19,11.28,0.006,-0.883
321912,42.29,40.53,47.35,11.28,0.006,-0.897
322416,43.17,40.53,46.09,11.28,0.036,-0.883
322920,41.41,40.53,46.40,11.28,0.051,-0.912
323424,41.41,40.53,46.72,11.27,0.051,-0.897
323928,41.41,40.53,46.25,11.25,0.065,-0.868
324431,44.05,40.53,47.03,11.27,-0.024,-0.868
324935,43.17,40.53,45.77,11.27,-0.038,-0.897
325439,40.53,40.53,44.20,11.27,0.110,-0.986
325943,39.65,32.62,47.82,11.16,0.243,-0.705
326447,32.62,39.65,46.09,10.97,0.036,-0.794
326950,44.93,40.53,48.61,11.34,0.139,-1.357
327454,42.29,40.53,45.93,11.27,-0.024,-1.075
327958,42.29,39.65,47.35,11.23,-0.053,-0.675
328462,44.05,39.65,46.25,11.25,-0.009,-0.883
328966,42.29,39.65,46.56,11.19,0.065,-0.897
329469,44.05,39.65,46.72,11.23,0.065,-0.883
329973,41.41,39.65,46.56,11.23,0.139,-0.883
330477,42.29,40.53,45.93,11.21,-0.038,-0.897
330981,42.29,39.65,46.72,11.21,0.065,-0.883
331485,43.17,39.65,46.09,11.21,0.110,-0.868
331988,43.17,39.65,46.56,11.19,0.065,-0.897
332492,39.65,38.77,45.93,11.32,-0.053,-0.986
332996,44.05,39.65,45.62,11.19,0.036,-0.897
333500,43.17,39.65,46.09,11.17,0.021,-0.868
334004,42.29,39.65,45.77,11.17,-0.024,-0.883
334508,42.29,39.65,46.09,11.17,0.080,-0.897
335011,42.29,39.65,45.93,11.17,0.110,-0.883
335515,42.29,39.65,45.93,11.17,-0.009,-0.897
336018,44.05,39.65,45.77,11.17,0.021,-0.897
336522,43.17,39.65,45.93,11.17,0.006,-0.897
337026,42.29,39.65,45.46,11.16,-0.009,-0.853
337529,43.17,39.65,45.62,11.17,0.021,-0.868
338033,42.29,39.65,46.09,11.16,-0.172,-0.779
338537,43.17,39.65,45.30,11.16,0.065,-0.883
339041,42.29,38.77,45.46,11.16,0.021,-0.883
339545,43.17,39.65,45.46,11.14,0.036,-0.897
340048,42.29,39.65,45.30,11.14,0.125,-0.897
340552,42.29,39.65,46.56,11.12,0.125,-0.883
341056,43.17,39.65,45.62,11.12,-0.024,-0.868
341560,42.29,39.65,45.46,11.12,-0.024,-0.897
342064,42.29,39.65,44.98,11.10,-0.009,-1.031
342567,39.65,27.34,48.61,11.10,0.051,-0.734
343071,34.38,26.46,42.78,10.84,-0.112,-0.942
343575,44.93,37.89,42.62,11.16,-0.112,-0.527
344079,25.58,38.77,50.03,11.03,-0.335,-0.868
344583,43.17,39.65,45.30,11.10,-0.098,-0.912
345086,41.41,39.65,45.30,11.10,-0.009,-0.868
345590,43.17,39.65,45.62,11.08,-0.009,-0.883
346094,43.17,39.65,45.93,11.08,0.065,-0.868
346598,42.29,38.77,45.93,11.08,0.110,-0.868
347102,43.17,39.65,44.51,11.08,0.051,-0.897
347606,44.05,38.77,45.46,11.08,0.065,-0.883
348109,42.29,38.77,45.30,11.08,0.036,-0.912
348613,42.29,38.77,44.51,11.08,0.051,-0.868
349117,44.05,39.65,44.51,11.06,0.021,-0.868
349621,55.49,39.65,48.14,11.16,0.080,-0.912
350125,43.17,38.77,40.25,11.06,0.065,-0.868
350628,43.17,39.65,44.98,11.03,0.036,-0.897
351132,43.17,38.77,44.83,11.05,0.095,-0.897
351636,43.17,39.65,44.83,11.05,-0.009,-0.897
352140,43.17,39.65,44.35,11.05,0.006,-0.868
352644,43.17,38.77,44.98,11.05,-0.083,-0.927
353147,44.05,38.77,44.35,11.03,-0.009,-0.897
353651,44.05,39.65,44.83,11.05,0.051,-0.897
354155,44.05,38.77,44.20,11.03,0.051,-0.883
354659,42.29,38.77,44.51,11.01,0.080,-0.897
355163,39.65,39.65,44.83,11.01,-0.038,-0.823
355666,44.05,39.65,45.46,11.01,-0.024,-0.897
356170,39.65,38.77,44.35,10.99,-0.024,-0.971
356674,54.61,41.41,45.14,10.90,0.021,-1.045
357178,39.65,33.50,48.14,10.95,0.051,-1.120
357682,39.65,33.50,47.51,11.06,0.006,-1.045
358185,44.05,37.89,42.94,10.88,0.213,-0.557
358689,44.05,39.65,45.14,10.90,-0.157,-1.016
359193,42.29,38.77,43.88,10.97,-0.009,-0.883
359697,44.05,38.77,43.88,10.99,-0.009,-0.927
360201,44.05,38.77,44.35,10.97,0.006,-0.883
360705,42.29,39.65,44.51,10.97,-0.038,-0.897
361208,41.41,40.53,45.77,11.01,-0.038,-0.957
361712,42.29,38.77,44.04,10.95,0.051,-0.883
362216,44.05,38.77,42.62,10.97,0.065,-0.868
362720,43.17,39.65,43.25,10.95,0.080,-0.897
363224,42.29,38.77,43.57,10.95,0.080,-0.897
363727,43.17,38.77,43.72,10.95,0.065,-0.883
364231,43.17,39.65,44.35,10.95,0.080,-0.883
364734,43.17,38.77,44.20,10.94,-0.024,-0.897
365238,43.17,38.77,44.20,10.95,0.021,-0.883
365742,44.05,39.65,42.94,10.94,0.036,-0.897
366245,43.17,39.65,43.72,10.92,0.051,-0.883
366749,33.50,36.13,43.09,10.99,-0.038,-0.986
367253,43.17,39.65,42.78,10.92,0.036,-0.897
367757,44.05,39.65,43.25,10.92,0.021,-0.838
368261,42.29,39.65,43.57,10.92,-0.142,-0.897
368764,43.17,39.65,43.41,10.90,-0.009,-0.912
369268,44.05,38.77,43.41,10.90,0.139,-0.883
369772,44.05,39.65,43.72,10.90,0.036,-0.868
370276,44.05,39.65,43.25,10.90,0.051,-0.957
370780,43.17,39.65,43.25,10.88,0.125,-0.883
371283,43.17,39.65,42.30,10.88,0.036,-0.868
371787,42.29,39.65,42.78,10.88,0.065,-0.897
372291,37.89,38.77,42.78,10.83,-0.009,-1.016
372795,43.17,39.65,42.78,10.88,0.080,-0.868
373299,44.05,39.65,42.78,10.86,-0.024,-0.883
373803,43.17,39.65,43.09,10.88,0.051,-0.883
374306,42.29,38.77,42.78,10.86,-0.024,-0.912
374810,43.17,39.65,42.46,10.88,0.006,-0.883
375314,43.17,39.65,42.62,10.86,-0.009,-0.868
375818,43.17,39.65,41.99,10.84,0.036,-0.853
376322,46.69,39.65,42.62,10.83,0.125,-0.942
376825,35.26,32.62,43.72,10.72,0.199,-1.045
377329,39.65,32.62,44.20,10.77,-0.112,-1.357
377833,26.46,42.29,43.88,10.81,-0.157,-1.253
378337,35.26,40.53,40.25,10.81,-0.157,-0.942
378841,44.05,39.65,43.09,10.88,-0.290,-1.223
379344,43.17,39.65,41.99,10.83,-0.068,-1.164
379848,43.17,39.65,41.52,10.83,0.036,-0.853
380352,43.17,39.65,41.99,10.81,-0.038,-0.883
380856,42.29,39.65,41.52,10.83,0.051,-0.912
381360,42.29,38.77,41.99,10.83,0.095,-0.942
381863,43.17,39.65,41.20,10.81,-0.157,-0.942
382367,43.17,39.65,41.36,10.83,0.051,-0.868
382871,43.17,39.65,41.67,10.79,0.036,-0.912
383375,44.05,39.65,41.52,10.81,0.021,-0.868
383879,37.89,41.41,39.47,10.88,-0.024,-0.986
384382,43.17,39.65,35.68,10.77,0.051,-0.868
384886,44.05,39.65,41.52,10.79,0.065,-0.883
385390,43.17,39.65,41.52,10.79,0.021,-0.823
385894,43.17,39.65,41.67,10.79,0.125,-0.883
386398,43.17,39.65,41.04,10.79,0.095,-0.912
386902,44.05,39.65,40.73,10.77,-0.024,-0.883
387405,43.17,39.65,40.25,10.77,0.021,-0.853
387909,42.29,38.77,40.73,10.77,0.051,-0.868
388413,44.05,39.65,40.10,10.77,-0.009,-0.912
388917,43.17,39.65,40.57,10.73,-0.024,-0.868
389421,39.65,39.65,42.62,10.72,-0.038,-0.912
389924,43.17,39.65,40.25,10.75,-0.098,-0.868
390428,43.17,38.77,40.57,10.73,-0.024,-0.883
390932,42.29,39.65,40.41,10.73,0.184,-0.897
391436,44.05,39.65,40.41,10.73,0.021,-0.912
391940,43.17,39.65,39.78,10.73,0.080,-0.823
392443,43.17,38.77,40.25,10.70,0.021,-0.897
392947,44.05,38.77,39.94,10.73,0.080,-0.927
393451,44.05,38.77,40.41,10.72,-0.024,-0.883
393955,44.05,38.77,40.41,10.73,-0.083,-0.838
394459,43.17,39.65,39.78,10.70,-0.009,-0.897
394962,44.05,38.77,40.10,10.72,0.287,-0.838
395466,44.05,38.77,39.78,10.72,0.051,-0.868
395970,39.65,38.77,40.10,10.77,0.110,-0.868
396474,36.13,32.62,42.30,10.77,0.391,-1.460
396978,46.69,39.65,43.25,10.64,-0.142,-1.120
397481,44.93,38.77,40.10,10.75,0.125,-1.223
397985,44.05,38.77,39.94,10.70,-0.142,-0.616
398489,43.17,38.77,39.78,10.66,-0.068,-0.927
398993,44.93,38.77,39.94,10.70,0.110,-0.868
399497,43.17,38.77,39.78,10.70,0.169,-0.883
400001,43.17,38.77,39.47,10.70,0.258,-0.868
400503,44.05,38.77,40.10,10.68,0.139,-0.809
401007,43.17,38.77,39.94,10.66,-0.172,-0.912
401511,44.05,38.77,39.78,10.66,-0.098,-0.942
402015,43.17,38.77,39.94,10.66,0.125,-0.853
402519,44.93,38.77,39.62,10.68,0.036,-0.883
403022,44.93,38.77,39.47,10.68,-0.009,-0.883
403526,43.17,38.77,39.47,10.68,0.006,-0.868
404030,44.05,38.77,38.84,10.66,0.154,-0.883
404534,43.17,38.77,39.62,10.66,0.110,-0.927
405038,43.17,38.77,39.47,10.64,0.065,-0.942
405541,43.17,38.77,39.47,10.66,0.125,-0.883
406045,44.05,38.77,38.99,10.64,-0.068,-0.883
406549,42.29,38.77,39.62,10.64,-0.083,-0.853
407053,43.17,38.77,39.15,10.64,0.095,-0.868
407557,44.93,38.77,39.15,10.64,0.051,-0.883
408060,43.17,38.77,38.52,10.53,-0.275,-0.971
408564,34.38,39.65,44.67,10.57,-0.024,-0.957
409068,43.17,52.85,39.62,10.63,-0.098,-0.557
409572,43.17,41.41,43.09,10.61,0.139,-1.179
410076,42.29,37.89,40.25,10.55,0.199,-0.646
410579,44.93,38.77,38.68,10.61,-0.172,-1.090
411083,44.93,38.77,38.84,10.59,0.006,-0.853
411587,43.17,38.77,39.15,10.61,0.169,-0.897
412091,35.26,38.77,39.15,10.66,0.169,-0.942
412595,44.93,37.89,38.84,10.61,0.125,-0.868
413099,43.17,38.77,39.15,10.61,0.021,-0.927
413602,44.05,37.89,38.84,10.61,-0.038,-0.883
414106,44.05,37.89,38.84,10.59,-0.038,-0.912
414610,44.93,37.89,38.84,10.59,-0.024,-0.897
415114,44.05,38.77,38.84,10.59,0.154,-0.868
415618,44.05,37.89,38.36,10.59,0.065,-0.823
416121,44.05,37.89,39.47,10.59,0.036,-0.868
416625,44.05,37.89,38.68,10.59,0.006,-0.942
417129,43.17,37.89,38.36,10.57,0.110,-0.897
417633,40.53,38.77,39.47,10.57,-0.068,-0.927
418137,44.05,37.89,38.36,10.57,0.051,-0.897
418640,43.17,37.89,38.36,10.55,-0.172,-0.912
419144,44.05,37.89,38.36,10.57,0.006,-0.853
419648,44.05,37.89,38.36,10.55,0.021,-0.838
420152,44.93,37.89,38.52,10.55,0.169,-0.912
420656,44.05,37.89,38.36,10.55,0.065,-0.897
421159,44.05,37.89,38.52,10.55,0.228,-0.883
421663,43.17,37.89,38.84,10.53,-0.083,-0.883
422167,44.93,37.01,38.84,10.55,-0.038,-0.868
422671,44.93,37.89,38.52,10.52,0.036,-0.897
423175,44.93,37.01,38.21,10.53,-0.024,-0.897
423678,44.93,37.01,38.05,10.53,0.065,-0.853
424182,43.17,37.89,38.84,10.53,0.065,-0.927
424686,44.93,37.01,38.68,10.52,-0.053,-0.942
425190,43.17,37.89,38.21,10.50,0.065,-0.868
425694,44.05,37.89,38.05,10.52,0.021,-0.897
426198,47.57,37.01,38.05,10.52,-0.038,-0.927
426701,44.05,37.89,38.68,10.52,-0.024,-0.897
427205,47.57,37.89,36.31,10.42,-0.112,-0.853
427709,22.06,47.57,39.47,10.35,-0.053,-0.853
428213,45.81,26.46,40.25,10.42,0.347,-0.601
428717,44.93,32.62,37.26,10.41,0.213,-0.986
429220,59.01,37.89,36.47,10.35,-0.053,-1.238
429724,43.17,37.89,38.21,10.48,-0.127,-0.971
430228,44.05,37.89,41.52,10.48,-0.098,-0.912
430732,43.17,37.01,37.73,10.48,0.006,-0.897
431236,43.17,37.89,38.05,10.48,0.154,-0.883
431739,44.05,37.89,37.89,10.48,0.036,-0.853
432243,43.17,37.01,37.73,10.48,-0.068,-0.927
432747,44.05,37.89,37.73,10.46,0.021,-0.897
433251,44.05,37.01,37.89,10.46,0.006,-0.897
433755,43.17,37.01,37.10,10.44,0.036,-0.853
434258,44.05,37.89,38.36,10.46,0.095,-0.868
434761,35.26,35.26,38.21,10.44,0.154,-1.016
435265,44.93,37.01,37.57,10.44,0.006,-0.838
435769,44.93,37.01,37.73,10.44,0.021,-0.853
436273,44.93,37.01,38.52,10.46,-0.024,-0.912
436776,44.05,37.89,37.26,10.44,0.095,-0.971
437280,44.05,37.89,37.89,10.42,0.080,-0.883
437784,44.05,37.01,37.26,10.44,-0.068,-0.897
438288,44.93,37.01,37.57,10.42,-0.024,-0.912
438792,44.05,37.01,38.05,10.42,0.021,-0.823
439296,44.05,37.01,37.89,10.42,0.006,-0.838
439799,43.17,37.01,37.73,10.42,-0.009,-0.942
440303,44.93,37.01,37.73,10.41,-0.038,-0.853
440807,44.93,37.01,37.73,10.41,0.125,-0.794
441311,44.05,37.01,37.10,10.39,0.006,-0.957
441815,43.17,37.01,37.89,10.39,-0.157,-0.986
442318,43.17,36.13,38.05,10.41,0.243,-0.779
442822,44.05,37.01,37.89,10.39,0.080,-0.883
443326,44.93,37.01,36.79,10.39,0.154,-0.927
443830,43.17,37.01,37.42,10.39,-0.068,-0.853
444334,43.17,37.01,37.73,10.39,0.021,-0.897
444837,44.05,37.01,37.26,10.39,0.184,-0.838
445341,44.93,37.01,37.42,10.39,0.051,-0.838
445845,48.45,36.13,36.47,10.37,-0.009,-0.971
446349,41.41,36.13,37.89,10.44,0.184,-0.971
446853,25.58,40.53,37.26,10.19,-0.275,-0.646
447356,34.38,59.89,36.79,10.04,0.110,-1.120
447860,38.77,38.77,35.21,10.11,0.065,-0.468
448364,44.93,37.01,32.53,10.35,0.332,-0.468
448868,44.93,37.01,37.10,10.35,0.021,-0.646
449372,44.93,36.13,37.10,10.35,-0.112,-0.912
449875,43.17,36.13,37.26,10.37,-0.083,-0.897
450379,44.93,36.13,36.63,10.37,-0.068,-0.809
450883,44.05,36.13,37.42,10.35,0.051,-0.912
451387,43.17,36.13,37.42,10.35,0.199,-0.927
451891,35.26,37.89,37.26,10.35,0.080,-0.853
452395,43.17,36.13,37.26,10.35,0.169,-0.838
452898,44.05,36.13,37.57,10.33,0.065,-0.853
453402,43.17,36.13,36.16,10.33,0.080,-0.853
453906,45.81,36.13,37.26,10.31,0.139,-0.883
454410,44.93,36.13,37.57,10.31,0.080,-0.912
454914,42.29,36.13,37.26,10.28,0.125,-0.971
455417,44.93,36.13,36.31,10.31,0.051,-0.883
455921,44.93,36.13,36.94,10.31,-0.098,-0.853
456425,44.93,35.26,36.94,10.28,0.021,-0.912
456929,45.81,35.26,36.63,10.30,-0.142,-0.942
457433,44.93,37.01,36.94,10.41,-0.068,-0.853
457936,43.17,36.13,36.47,10.28,-0.024,-0.823
458440,44.93,35.26,36.63,10.28,0.065,-0.912
458944,44.05,35.26,36.79,10.28,0.154,-0.897
459448,43.17,35.26,36.47,10.26,0.169,-0.868
459952,43.17,36.13,36.63,10.24,0.139,-0.853
460455,44.05,35.26,36.63,10.26,0.006,-0.883
460959,44.05,35.26,36.94,10.28,-0.246,-0.897
461463,45.81,35.26,36.16,10.30,0.199,-0.883
461967,47.57,35.26,37.26,10.44,-0.068,-0.927
462471,44.05,37.89,38.68,10.17,0.302,-0.646
462974,42.29,41.41,38.05,10.08,0.228,-0.986
463478,62.53,37.89,35.84,10.11,-0.009,-0.897
463982,45.81,35.26,36.31,10.04,0.095,-1.357
464486,44.93,35.26,36.63,10.24,0.065,-0.957
464990,44.05,35.26,33.16,10.24,0.021,-0.942
465494,43.17,35.26,35.84,10.20,0.036,-0.868
465997,44.93,35.26,36.47,10.22,-0.068,-0.971
466501,44.05,35.26,36.31,10.22,0.199,-0.897
467005,45.81,35.26,36.63,10.24,0.184,-0.912
467509,44.93,35.26,36.79,10.24,0.095,-0.883
468013,44.93,35.26,36.31,10.20,0.095,-0.823
468516,45.81,35.26,36.47,10.24,0.213,-0.868
469020,56.37,37.89,37.10,10.24,0.154,-0.794
469524,44.93,35.26,36.31,10.19,0.095,-0.927
470028,44.05,35.26,36.31,10.20,-0.038,-0.897
470532,43.17,35.26,36.63,10.19,0.080,-0.853
471035,43.17,35.26,36.00,10.19,0.095,-0.868
471539,44.93,35.26,36.00,10.19,0.139,-0.838
472043,44.93,35.26,35.68,10.19,-0.142,-0.942
472547,45.81,35.26,36.16,10.19,-0.024,-0.986
473051,44.93,35.26,35.84,10.17,0.154,-0.794
473554,44.05,35.26,35.84,10.17,0.006,-0.897
474058,44.93,35.26,36.16,10.17,-0.024,-0.942
474562,25.58,37.89,35.52,10.15,0.376,-0.734
475066,44.93,35.26,35.37,10.17,0.051,-0.853
475570,44.93,35.26,35.84,10.15,0.095,-0.897
476073,47.57,34.38,35.84,10.15,0.095,-0.912
476577,44.05,35.26,36.00,10.15,0.051,-0.853
477081,51.09,35.26,36.00,10.15,0.051,-0.927
477585,55.49,30.86,36.16,10.11,0.465,-1.016
478089,42.29,39.65,37.57,9.89,0.036,-0.601
478593,46.69,26.46,34.58,9.97,-0.127,-1.016
479096,44.05,30.86,38.84,10.09,-0.394,-0.883
479600,45.81,34.38,34.89,10.22,-0.423,-1.016
480104,43.17,35.26,35.68,10.11,-0.038,-0.868
480608,59.01,33.50,35.68,10.19,-0.024,-1.045
481112,48.45,34.38,35.68,10.13,-0.098,-0.942
481615,46.69,34.38,35.52,10.09,-0.024,-0.883
482119,47.57,34.38,39.31,10.11,0.273,-0.868
482623,44.93,34.38,35.52,10.13,0.139,-0.957
483127,46.69,35.26,35.21,10.11,0.125,-0.883
483631,45.81,34.38,35.37,10.08,-0.038,-0.927
484134,45.81,34.38,35.05,10.11,-0.053,-0.971
484638,44.05,34.38,35.37,10.09,0.036,-0.942
485142,45.81,34.38,35.37,10.09,0.199,-0.809
485646,45.81,34.38,35.21,10.11,0.021,-0.883
486150,35.26,31.74,33.16,10.15,0.213,-1.105
486653,43.17,34.38,35.84,10.06,-0.172,-0.942
487157,47.57,34.38,35.52,10.04,0.036,-0.897
487661,45.81,34.38,35.37,10.04,0.065,-0.927
488165,46.69,34.38,35.37,10.06,-0.038,-0.927
488669,45.81,33.50,35.52,10.06,-0.068,-0.897
489172,47.57,33.50,34.74,10.06,-0.024,-0.853
489676,44.93,33.50,35.37,10.08,0.139,-0.897
490180,45.81,33.50,35.21,10.04,0.036,-0.868
490684,44.05,33.50,35.05,10.06,-0.098,-0.809
491188,45.81,33.50,34.74,10.06,-0.083,-0.957
491692,44.93,36.13,35.37,9.98,0.095,-0.971
492195,44.93,33.50,34.74,10.04,0.332,-0.823
492699,44.93,33.50,35.21,10.04,0.139,-0.957
493203,44.93,33.50,35.21,10.04,-0.068,-0.942
493707,44.93,33.50,35.21,10.02,0.036,-0.897
494211,45.81,33.50,34.89,10.04,0.006,-0.971
494714,47.57,33.50,35.05,10.02,0.036,-0.868
495218,45.81,33.50,34.74,10.02,0.110,-0.853
495722,44.93,33.50,34.42,10.02,0.021,-0.912
